Document,Topic,Weight,ACN,State Reference,Primary Problem,Make Model Name,Function 1,Function 2,Function 3,Function 4,Flight Phase 1,Flight Phase 2,Flight Phase 3,Flight Phase 4,Flight Phase 5,Flight Phase 6
2652,0,0.89558023,1477136,US,Aircraft,B737-800,Pilot Flying, Captain,,,Climb,,,,,
2653,0,0.897918,1477176,VA,Airspace Structure,B737 Undifferentiated or Other Model,First Officer, Pilot Flying,,,Cruise,,,,,
2654,3,0.6057594,1477407,US,Human Factors,B737 Undifferentiated or Other Model,Captain,,,,Takeoff / Launch,,,,,
2655,0,0.63660085,1477412,US,Procedure,B757 Undifferentiated or Other Model,First Officer, Pilot Flying,,,Takeoff / Launch,,,,,
2656,0,0.8192944,1477415,US,Aircraft,B737 Undifferentiated or Other Model,Pilot Not Flying, Captain,,,Climb,,,,,
2657,2,0.5220779,1477537,US,Ambiguous,B737-800,Flight Attendant (On Duty),,,,Landing,,,,,
2658,0,0.4880201,1477649,CA,Human Factors,B737 Next Generation Undifferentiated,Pilot Not Flying, Captain,,,Climb,,,,,
2659,1,0.9108222,1477707,CA,Human Factors,B737-800,Pilot Flying, Captain,,,Final Approach,,,,,
2660,1,0.65823615,1477864,US,Weather,B737 Next Generation Undifferentiated,Captain, Pilot Flying,,,Final Approach,,,,,
2661,1,0.627704,1477924,FO,Chart Or Publication,B737 Next Generation Undifferentiated,Captain,,,,Final Approach, Takeoff / Launch,,,,
2662,3,0.85969305,1478224,US,Aircraft,B737-800,Captain, Pilot Flying,,,Initial Climb,,,,,
2663,3,0.8758227,1478282,US,Aircraft,B757 Undifferentiated or Other Model,First Officer, Pilot Not Flying,,,Cruise,,,,,
2664,0,0.70827377,1478359,FO,Aircraft,B737 Next Generation Undifferentiated,Captain,,,,Landing,,,,,
2665,0,0.8806156,1478365,NF,Aircraft,B787-900,First Officer, Pilot Flying,,,Cruise,,,,,
2666,0,0.53019917,1478487,US,Weather,B737-800,Pilot Not Flying, Captain,,,Climb,,,,,
2667,0,0.7208983,1478908,US,Aircraft,B737 Next Generation Undifferentiated,Captain, Pilot Flying,,,Climb,,,,,
2668,3,0.88070256,1479158,US,Aircraft,B737-700,Pilot Flying, First Officer,,,Climb,,,,,
2669,0,0.85824955,1479203,NJ,Aircraft,B737 Next Generation Undifferentiated,Captain, Pilot Not Flying,,,Cruise,,,,,
2670,0,0.90937907,1479410,US,Aircraft,B737 Next Generation Undifferentiated,Pilot Flying, First Officer,,,Cruise,,,,,
2671,1,0.90396154,1479642,GA,Procedure,B737-800,Enroute,,,,Climb,,,,,
2672,1,0.9088878,1480234,US,Human Factors,B737-700,Captain, Pilot Flying,,,Landing,,,,,
2673,1,0.7817745,1480242,NY,Procedure,B737-700,Captain, Pilot Flying,,,Takeoff / Launch,,,,,
2674,3,0.46908206,1480356,US,Aircraft,B737-800,Captain, Pilot Not Flying,,,Climb,,,,,
2675,3,0.52804965,1480493,FO,Procedure,B767 Undifferentiated or Other Model,Captain, Pilot Flying,,,Cruise,,,,,
2676,3,0.7350276,1480719,US,Environment - Non Weather Related,B737-700,Captain, Pilot Flying,,,Initial Climb,,,,,
2677,2,0.57697856,1480765,FO,Airspace Structure,B767 Undifferentiated or Other Model,First Officer, Pilot Not Flying,,,Cruise,,,,,
2678,1,0.59089726,1481441,CA,Ambiguous,B787 Dreamliner Undifferentiated or Other Model,Captain, Pilot Flying,,,Final Approach,,,,,
2679,1,0.860315,1481451,MA,Aircraft,B777 Undifferentiated or Other Model,First Officer, Pilot Flying,,,Takeoff / Launch,,,,,
2680,0,0.90611976,1481979,US,Aircraft,B757 Undifferentiated or Other Model,Captain, Pilot Flying,,,Cruise,,,,,
2681,0,0.89341813,1482253,FO,Human Factors,B737 Undifferentiated or Other Model,Captain, Pilot Flying,,,Climb,,,,,
2682,3,0.6675887,1482256,US,Human Factors,B767 Undifferentiated or Other Model,Captain, Pilot Flying,,,Final Approach,,,,,
2683,0,0.9027105,1482266,US,Aircraft,B737 Undifferentiated or Other Model,Captain, Pilot Flying,,,Climb,,,,,
2684,0,0.83747786,1482272,Unidentified,Aircraft,B777 Undifferentiated or Other Model,First Officer, Pilot Not Flying,,,Cruise,,,,,
2685,1,0.5984862,1482511,OR,Human Factors,B737 Undifferentiated or Other Model,Captain, Pilot Not Flying,,,Final Approach,,,,,
2686,0,0.6104395,1482516,US,Aircraft,B767 Undifferentiated or Other Model,Relief Pilot,,,,Climb,,,,,
2687,1,0.8577301,1482554,IL,Human Factors,B737 Undifferentiated or Other Model,Captain, Pilot Flying,,,Final Approach,,,,,
2688,3,0.66669893,1482792,FO,Aircraft,B767 Undifferentiated or Other Model,Captain, Pilot Not Flying,,,Cruise,,,,,
2689,0,0.39000037,1482985,WA,Staffing,B737 Undifferentiated or Other Model,Instructor, Departure,,,Climb,,,,,
2690,1,0.89932925,1483138,US,Human Factors,B737-700,Captain, Pilot Flying,,,Climb,,,,,
2691,2,0.8762927,1483141,US,Aircraft,B737-800,First Officer, Pilot Flying,,,Cruise,,,,,
2692,1,0.875222,1483678,US,Human Factors,B737 Undifferentiated or Other Model,Captain, Pilot Not Flying,,,Final Approach,,,,,
2693,0,0.64923143,1483685,MN,Company Policy,B737 Undifferentiated or Other Model,Captain,,,,Cruise,,,,,
2694,2,0.9212262,1484160,US,Environment - Non Weather Related,B737-900,Flight Attendant (On Duty),,,,Cruise,,,,,
2695,2,0.5577352,1484231,TX,Procedure,B737 Undifferentiated or Other Model,Approach, Instructor, Departure,,Descent,,,,,
2696,0,0.50203097,1484494,FO,Aircraft,B777 Undifferentiated or Other Model,Pilot Flying, Captain,,,Climb,,,,,
2697,0,0.9215882,1484778,US,Aircraft,B737-700,Pilot Flying, Captain,,,Takeoff / Launch,,,,,
2698,1,0.5515088,1484782,NV,Procedure,B737-700,Pilot Not Flying, First Officer,,,Climb, Takeoff / Launch,,,,
2699,2,0.56396085,1484886,US,Procedure,B777 Undifferentiated or Other Model,First Officer,,,,Cruise, Parked,,,,
2700,1,0.8744101,1484895,CA,Human Factors,B737 Next Generation Undifferentiated,Captain, Pilot Flying,,,Initial Approach,,,,,
2701,3,0.883809,1485376,US,Aircraft,B737 Next Generation Undifferentiated,Captain, Pilot Flying,,,Cruise,,,,,
2702,1,0.9191464,1485479,US,Human Factors,B757 Undifferentiated or Other Model,Captain, Pilot Flying,,,Final Approach,,,,,
2703,0,0.62290514,1485713,US,Aircraft,B737-700,Captain, Pilot Not Flying,,,Cruise,,,,,
2704,1,0.56823343,1485859,HI,Aircraft,B767-300 and 300 ER,Captain, Pilot Not Flying,,,Final Approach,,,,,
2705,0,0.53857744,1485869,US,Aircraft,B737-800,Pilot Flying, Captain,,,Cruise,,,,,
2706,0,0.86329293,1486000,OR,Airspace Structure,B737 Undifferentiated or Other Model,Approach,,,,Descent, Initial Approach,,,,
2707,1,0.9120458,1486003,CO,Human Factors,B737-900,Approach,,,,Final Approach, Initial Approach,,,,
2708,1,0.47552574,1486380,GA,Human Factors,B737 Undifferentiated or Other Model,Captain, Pilot Flying,,,Takeoff / Launch,,,,,
2709,0,0.7100731,1486770,US,Aircraft,B757 Undifferentiated or Other Model,Pilot Flying, First Officer,,,Climb,,,,,
2710,2,0.539397,1486945,Unidentified,Company Policy,B777-200,Captain,,,,Cruise,,,,,
2711,2,0.85773563,1487135,CA,Aircraft,B737-800,First Officer, Pilot Flying,,,Takeoff / Launch,,,,,
2712,0,0.48968843,1487202,Unidentified,Procedure,B787-900,Flight Attendant (On Duty),,,,Cruise,,,,,
2713,1,0.73344624,1487536,US,Weather,B737 Undifferentiated or Other Model,Captain, Pilot Flying,,,Taxi, Landing,,,,
2714,0,0.8854782,1487777,US,Aircraft,B777-300,Captain,,,,Takeoff / Launch,,,,,
2715,1,0.67502475,1488045,NJ,Environment - Non Weather Related,B757 Undifferentiated or Other Model,Captain,,,,Final Approach,,,,,
2716,1,0.91324323,1488306,AZ,Procedure,B737 Next Generation Undifferentiated,Captain, Pilot Not Flying,,,Final Approach,,,,,
2717,0,0.52839524,1489013,FO,Environment - Non Weather Related,B757 Undifferentiated or Other Model,Pilot Not Flying, First Officer,,,Climb,,,,,
2718,1,0.7137519,1489030,CA,Chart Or Publication,B737 Undifferentiated or Other Model,Pilot Flying, Captain,,,Landing,,,,,
2719,2,0.88464665,1489259,MN,Company Policy,B737-900,Enroute,,,,Cruise,,,,,
2720,1,0.7453344,1489429,NV,Human Factors,B737 Undifferentiated or Other Model,First Officer, Pilot Flying,,,Climb,,,,,
2721,0,0.66934234,1489774,FO,Aircraft,B777 Undifferentiated or Other Model,Pilot Flying, Captain,,,Cruise,,,,,
2722,1,0.8712643,1489800,IL,Human Factors,B737 Undifferentiated or Other Model,Captain, Pilot Not Flying,,,Descent,,,,,
2723,0,0.8007596,1490369,US,Human Factors,B737 Undifferentiated or Other Model,Captain, Pilot Not Flying,,,Climb,,,,,
2724,0,0.5575192,1490666,US,Aircraft,B737-700,First Officer, Pilot Flying,,,Cruise,,,,,
2725,0,0.50807554,1491018,US,Aircraft,B737-800,Captain, Pilot Not Flying,,,Takeoff / Launch,,,,,
2726,0,0.86448413,1491271,US,Aircraft,B737-700,Captain, Pilot Flying,,,Initial Climb,,,,,
2727,1,0.8984859,1491284,CA,Human Factors,B737 Next Generation Undifferentiated,First Officer, Pilot Flying,,,Climb,,,,,
2728,0,0.90466,1491637,MD,Aircraft,B737-800,Pilot Flying, Captain,,,Initial Climb,,,,,
2729,2,0.8715306,1491768,NM,Unidentified,B737 Undifferentiated or Other Model,Enroute,,,,Cruise,,,,,
2730,1,0.8857316,1491786,CA,Human Factors,B737 Next Generation Undifferentiated,Captain, Pilot Not Flying,,,Final Approach,,,,,
2731,2,0.8735424,1491981,FO,Human Factors,B777 Undifferentiated or Other Model,First Officer,,,,Takeoff / Launch,,,,,
2732,0,0.63350034,1492560,FO,Aircraft,B767-300 and 300 ER,Captain, Pilot Flying,,,Takeoff / Launch,,,,,
2733,2,0.8222233,1492744,DC,Company Policy,B737 Undifferentiated or Other Model,Local,,,,Descent, Final Approach,,,,
2734,1,0.90055394,1492778,US,Aircraft,B737-800,Captain, Pilot Not Flying,,,Takeoff / Launch,,,,,
2735,1,0.70606065,1492779,US,Procedure,B737-700,Pilot Not Flying, First Officer,,,Climb, Initial Climb,,,,
2736,0,0.51597774,1492801,HI,Human Factors,B737 Next Generation Undifferentiated,Captain, Pilot Not Flying,,,Takeoff / Launch,,,,,
2737,0,0.53410125,1492802,US,Aircraft,B777 Undifferentiated or Other Model,First Officer, Pilot Flying,,,Cruise,,,,,
2738,3,0.52892226,1492890,US,Aircraft,B737-800,Pilot Flying, Captain,,,Cruise,,,,,
2739,1,0.87915164,1493050,FO,Procedure,B737 Undifferentiated or Other Model,Captain, Pilot Not Flying,,,Final Approach,,,,,
2740,0,0.49045923,1493055,US,Aircraft,B737 Undifferentiated or Other Model,Pilot Not Flying, Captain,,,Final Approach,,,,,
2741,1,0.5284218,1493292,NJ,Airspace Structure,B737 Undifferentiated or Other Model,First Officer, Pilot Not Flying,,,Climb,,,,,
2742,2,0.8891397,1493549,TX,ATC Equipment / Nav Facility / Buildings,B737-800,Enroute,,,,Climb,,,,,
2743,0,0.8914893,1493910,US,Aircraft,B737 Undifferentiated or Other Model,Captain, Pilot Not Flying,,,Cruise,,,,,
2744,0,0.8961129,1494540,US,MEL,B737-700,Captain, Pilot Flying,,,Takeoff / Launch,,,,,
2745,1,0.8926201,1494543,US,Aircraft,B737-800,Pilot Flying, Captain,,,Takeoff / Launch,,,,,
2746,0,0.8864822,1494683,US,Aircraft,B767-300 and 300 ER,First Officer, Pilot Not Flying,,,Climb,,,,,
2747,0,0.4735878,1494861,US,Aircraft,B737-700,First Officer, Pilot Flying,,,Climb,,,,,
2748,0,0.88192475,1495162,US,Aircraft,B737-700,First Officer, Pilot Flying,,,Cruise,,,,,
2749,3,0.87510085,1495208,US,Aircraft,B737 Undifferentiated or Other Model,First Officer, Pilot Flying,,,Climb,,,,,
2750,0,0.87186164,1495432,US,Aircraft,B737-800,Pilot Not Flying, Captain,,,Cruise,,,,,
2751,0,0.8954731,1495437,Unidentified,Aircraft,B737 Next Generation Undifferentiated,Captain,,,,Landing, Takeoff / Launch,,,,
2752,2,0.84487617,1495471,FO,Procedure,B777 Undifferentiated or Other Model,Captain, Pilot Not Flying,,,Climb,,,,,
2753,1,0.89851826,1495579,NY,Procedure,B737-800,Captain, Pilot Not Flying,,,Landing,,,,,
2754,1,0.91248995,1495942,US,Ambiguous,B737 Next Generation Undifferentiated,Captain, Pilot Not Flying,,,Climb,,,,,
2755,1,0.8730263,1496013,US,Procedure,B737-700,Captain, Pilot Flying,,,Landing,,,,,
2756,0,0.92718494,1496047,US,Aircraft,B737-800,First Officer, Pilot Flying,,,Takeoff / Launch,,,,,
2757,0,0.89831716,1496271,CA,Human Factors,B737-700,Captain, Pilot Flying,,,Climb,,,,,
2758,1,0.36307138,1497141,MN,Procedure,B757 Undifferentiated or Other Model,Other / Unknown,,,,Initial Climb,,,,,
2759,3,0.8945817,1497168,US,Aircraft,B757 Undifferentiated or Other Model,Captain, Pilot Not Flying,,,Cruise,,,,,
2760,2,0.6606256,1497442,FO,Procedure,B777 Undifferentiated or Other Model,Captain, Pilot Flying,,,Landing,,,,,
2761,1,0.536422,1497527,CA,Human Factors,B737 Next Generation Undifferentiated,Captain, Pilot Flying,,,Final Approach,,,,,
2762,0,0.8818153,1498079,FO,Aircraft,B737-700,Pilot Not Flying, Captain,,,Cruise,,,,,
2763,2,0.9099739,1498651,US,Human Factors,B737-800,Captain, Pilot Flying,,,Cruise, Descent,,,,
2764,2,0.6510434,1498720,US,Aircraft,B757 Undifferentiated or Other Model,Pilot Not Flying, Captain,,,Cruise,,,,,
2765,0,0.8897172,1498813,FO,Aircraft,B747-400,Captain,,,,Takeoff / Launch,,,,,
2766,0,0.7750183,1498823,US,Aircraft,B777-200,Captain,,,,Cruise,,,,,
2767,0,0.9002111,1499212,US,Aircraft,B777-200,Captain, Pilot Flying,,,Cruise,,,,,
2768,0,0.8008299,1499220,CA,Procedure,B737-800,Pilot Not Flying, Captain,,,Climb,,,,,
2769,0,0.90962756,1499484,US,Aircraft,B777 Undifferentiated or Other Model,Captain, Pilot Not Flying,,,Landing,,,,,
2770,2,0.90714663,1499496,FO,Aircraft,B767 Undifferentiated or Other Model,Captain, Pilot Not Flying,,,Cruise,,,,,
2771,2,0.8001629,1499800,FL,Ambiguous,B737 Next Generation Undifferentiated,Captain, Pilot Not Flying,,,Initial Climb,,,,,
2772,0,0.8961118,1499949,US,Aircraft,B777-200,Relief Pilot, Pilot Not Flying,,,Cruise,,,,,
2773,1,0.6121019,1500096,US,Aircraft,B737-700,First Officer, Pilot Not Flying,,,Climb,,,,,
2774,0,0.8417108,1500353,US,Aircraft,B777 Undifferentiated or Other Model,Captain,,,,Takeoff / Launch,,,,,
2775,1,0.87281024,1500579,GA,Weather,B737 Next Generation Undifferentiated,Local,,,,Final Approach,,,,,
2776,1,0.8280634,1500621,IL,Ambiguous,B737 Undifferentiated or Other Model,Captain, Pilot Not Flying,,,Landing,,,,,
2777,2,0.9052104,1500624,US,Aircraft,B757 Undifferentiated or Other Model,Pilot Flying, Captain,,,Climb,,,,,
2778,0,0.846703,1500848,Unidentified,Human Factors,B737-800,Dispatcher,,,,Cruise,,,,,
2779,1,0.8214213,1501248,CA,Aircraft,B737 Undifferentiated or Other Model,Captain, Pilot Flying,,,Descent, Initial Approach,,,,
2780,0,0.89736044,1501438,TX,Human Factors,B737 Undifferentiated or Other Model,Enroute,,,,Cruise,,,,,
2781,0,0.9102024,1501472,US,Environment - Non Weather Related,B737-700,Captain, Pilot Flying,,,Climb, Initial Climb,,,,
2782,0,0.86605656,1501623,US,Aircraft,B767-300 and 300 ER,Pilot Flying,,,,Climb, Initial Climb,,,,
2783,3,0.5907786,1501859,US,Manuals,B737 Undifferentiated or Other Model,Pilot Not Flying, First Officer,,,Climb,,,,,
2784,0,0.7645148,1502102,OR,Airspace Structure,B737 Undifferentiated or Other Model,Approach,,,,Final Approach,,,,,
2785,3,0.8839612,1502124,US,Aircraft,B737 Undifferentiated or Other Model,Captain, Pilot Flying,,,Initial Climb,,,,,
2786,0,0.910206,1502347,US,Human Factors,B737-700,First Officer, Pilot Not Flying,,,Climb,,,,,
2787,3,0.8661566,1502396,US,Procedure,B737 Undifferentiated or Other Model,Pilot Not Flying, First Officer,,,Cruise,,,,,
2788,1,0.89143115,1502406,US,Human Factors,B757 Undifferentiated or Other Model,Pilot Not Flying, First Officer,,,Final Approach,,,,,
2789,2,0.9029723,1502548,US,Aircraft,B737 Undifferentiated or Other Model,Captain, Pilot Not Flying,,,Climb,,,,,
2790,1,0.8891632,1502952,US,Ambiguous,B737-700,Captain, Pilot Flying,,,Final Approach,,,,,
2791,2,0.9060497,1503314,US,Aircraft,B737-700,Captain,,,,Cruise,,,,,
2792,1,0.8934975,1503940,US,Weather,B737 Undifferentiated or Other Model,Captain, Pilot Flying,,,Landing,,,,,
2793,1,0.90783185,1503956,FO,Procedure,B777 Undifferentiated or Other Model,Captain, Pilot Not Flying,,,Takeoff / Launch,,,,,
2794,0,0.51874506,1504388,US,Ambiguous,B757 Undifferentiated or Other Model,First Officer, Pilot Not Flying,,,Climb,,,,,
2795,1,0.88479686,1504458,IL,Human Factors,B737-800,Captain, Pilot Not Flying,,,Takeoff / Launch,,,,,
2796,3,0.8982329,1504683,FO,Aircraft,B767-300 and 300 ER,Relief Pilot,,,,Cruise,,,,,
2797,0,0.5689413,1504768,AK,Procedure,B777 Undifferentiated or Other Model,Enroute, Oceanic,,,Cruise,,,,,
2798,2,0.811437,1504853,US,Aircraft,B757-200,Captain, Pilot Not Flying,,,Climb,,,,,
2799,0,0.87274307,1505440,FO,Environment - Non Weather Related,B777 Undifferentiated or Other Model,Pilot Not Flying, Captain,,,Climb,,,,,
2800,0,0.9203348,1505733,US,Ambiguous,B787 Dreamliner Undifferentiated or Other Model,Captain, Pilot Not Flying,,,Cruise,,,,,
2801,0,0.8314869,1506367,US,Procedure,B737 Undifferentiated or Other Model,First Officer, Pilot Flying,,,Cruise,,,,,
2802,0,0.90553534,1506913,CA,Human Factors,B737-700,Captain, Pilot Not Flying,,,Climb,,,,,
2803,0,0.91394013,1506928,US,Aircraft,B737-700,Captain, Pilot Not Flying,,,Cruise,,,,,
2804,2,0.90949064,1506938,CO,Company Policy,B737-800,Captain, Pilot Flying,,,Cruise,,,,,
2805,0,0.5660997,1506944,Unidentified,Aircraft,B737-800,Captain, Pilot Flying,,,Cruise,,,,,
2806,2,0.76937985,1507012,US,Human Factors,B737-800,Captain, Pilot Flying,,,Cruise,,,,,
2807,2,0.4942333,1507021,US,Company Policy,B737-700,Captain, Pilot Flying,,,Cruise,,,,,
2808,0,0.9157046,1507558,CA,Human Factors,B737 Undifferentiated or Other Model,Approach,,,,Descent,,,,,
2809,0,0.90452075,1507577,US,Human Factors,B737-700,Captain, Pilot Not Flying,,,Climb,,,,,
2810,2,0.88438106,1507590,Unidentified,Human Factors,B767 Undifferentiated or Other Model,Captain, Pilot Flying,,,Cruise,,,,,
2811,0,0.51764446,1507609,FO,Aircraft,B767-300 and 300 ER,Pilot Not Flying, Captain,,,Cruise,,,,,
2812,2,0.9073452,1507782,US,Human Factors,B737 Undifferentiated or Other Model,Captain, Pilot Flying,,,Cruise,,,,,
2813,2,0.49237952,1507790,FO,Aircraft,B777 Undifferentiated or Other Model,First Officer, Pilot Flying,,,Takeoff / Launch,,,,,
2814,1,0.8532812,1507921,CA,Procedure,B737 Next Generation Undifferentiated,Captain, Pilot Flying,,,Final Approach,,,,,
2815,3,0.7930665,1508049,US,Aircraft,B737 Undifferentiated or Other Model,Captain, Pilot Not Flying,,,Climb,,,,,
2816,0,0.84049094,1508434,US,Aircraft,B737 Undifferentiated or Other Model,First Officer, Pilot Not Flying,,,Landing,,,,,
2817,1,0.8807633,1508755,FL,Human Factors,B737-800,Captain, Pilot Flying,,,Climb,,,,,
2818,1,0.5471151,1508988,FO,Weather,B767-300 and 300 ER,Captain, Pilot Flying,,,Climb,,,,,
2819,0,0.5364529,1508997,FO,Aircraft,B767-300 and 300 ER,Captain, Pilot Not Flying,,,Cruise,,,,,
2820,3,0.59730047,1509173,US,Aircraft,B737 Undifferentiated or Other Model,Captain, Pilot Flying,,,Initial Climb,,,,,
2821,1,0.5456431,1509174,FO,Aircraft,B737 Undifferentiated or Other Model,Pilot Not Flying, First Officer,,,Takeoff / Launch,,,,,
2822,0,0.8826292,1509528,US,Aircraft,B737-800,First Officer, Pilot Not Flying,,,Cruise,,,,,
2823,1,0.80655307,1509800,OR,Airspace Structure,B737 Undifferentiated or Other Model,Captain, Pilot Not Flying,,,Final Approach,,,,,
2824,0,0.8227942,1510048,US,Procedure,B737-800,Captain, Pilot Not Flying,,,Cruise,,,,,
2825,0,0.8807008,1510060,CA,Human Factors,B737 Next Generation Undifferentiated,Captain, Pilot Flying,,,Climb,,,,,
2826,1,0.4786621,1510098,US,Aircraft,B737 Undifferentiated or Other Model,First Officer, Pilot Not Flying,,,Climb,,,,,
2827,3,0.4863161,1510381,US,Aircraft,B757 Undifferentiated or Other Model,Captain, Pilot Flying, Airport Personnel,,Takeoff / Launch,,,,,
2828,0,0.7029215,1510607,TX,Human Factors,B737-800,Pilot Not Flying, First Officer,,,Takeoff / Launch,,,,,
2829,2,0.52855414,1510847,US,Procedure,B737-700,First Officer, Pilot Not Flying,,,Taxi,,,,,
2830,0,0.9155661,1510883,US,Human Factors,B737 Undifferentiated or Other Model,Captain, Pilot Flying,,,Cruise,,,,,
2831,0,0.84272623,1511057,US,Weather,B737 Next Generation Undifferentiated,Captain,,,,Cruise,,,,,
2832,3,0.5462775,1511075,US,Human Factors,B777 Undifferentiated or Other Model,Pilot Flying, First Officer,,,Climb,,,,,
2833,3,0.60444593,1511309,US,Human Factors,B737 Undifferentiated or Other Model,Captain, Pilot Flying,,,Cruise, Climb,,,,
2834,0,0.8720231,1511378,VA,Procedure,B737-800,Captain,,,,Climb,,,,,
2835,1,0.7440117,1511632,GA,Human Factors,B737 Next Generation Undifferentiated,Pilot Flying, First Officer,,,Final Approach,,,,,
2836,0,0.87523973,1511645,US,Human Factors,B737-800,Pilot Flying, Captain,,,Takeoff / Launch,,,,,
2837,0,0.47866058,1511704,US,Human Factors,B737 Next Generation Undifferentiated,Captain, Pilot Not Flying,,,Takeoff / Launch,,,,,
2838,2,0.9207307,1511841,US,Aircraft,B737-800,Captain, Pilot Not Flying,,,Descent, Initial Approach, Landing, Final Approach,,
2839,0,0.52510524,1511996,Unidentified,Procedure,B767 Undifferentiated or Other Model,First Officer, Pilot Not Flying,,,Cruise,,,,,
2840,1,0.7272992,1511999,MA,Aircraft,B757 Undifferentiated or Other Model,Captain, Pilot Flying,,,Final Approach,,,,,
2841,1,0.86020696,1512063,US,Procedure,B777-200,First Officer, Pilot Flying,,,Final Approach,,,,,
2842,1,0.8490067,1512201,AZ,Human Factors,B737 Undifferentiated or Other Model,Captain, Pilot Flying,,,Taxi,,,,,
2843,2,0.8192664,1512463,US,Procedure,B737-700,Pilot Flying, First Officer,,,Takeoff / Launch,,,,,
2844,1,0.90012383,1512489,US,Human Factors,B777 Undifferentiated or Other Model,Pilot Not Flying, Captain,,,Final Approach,,,,,
2845,2,0.7516795,1512779,FO,Aircraft,B767 Undifferentiated or Other Model,Pilot Not Flying, Captain,,,Cruise,,,,,
2846,0,0.8783673,1513614,US,Human Factors,B737-700,Pilot Flying, First Officer,,,Climb,,,,,
2847,3,0.87357527,1513871,US,Human Factors,B737 Undifferentiated or Other Model,Pilot Not Flying, Captain,,,Climb,,,,,
2848,0,0.8984472,1513972,FO,Aircraft,B737-800,First Officer, Pilot Not Flying,,,Takeoff / Launch,,,,,
2849,0,0.8446102,1514006,US,Aircraft,B737-800,Captain,,,,Cruise,,,,,
2850,1,0.87985706,1514266,US,Human Factors,B737 Undifferentiated or Other Model,First Officer, Pilot Not Flying,,,Landing,,,,,
2851,2,0.89015657,1514276,US,Procedure,B787 Dreamliner Undifferentiated or Other Model,First Officer, Pilot Not Flying,,,Cruise,,,,,
2852,0,0.52352166,1514291,Unidentified,Aircraft,B737 Undifferentiated or Other Model,Pilot Not Flying, First Officer,,,Cruise,,,,,
2853,0,0.89796984,1514392,US,Aircraft,B757 Undifferentiated or Other Model,Captain, Pilot Not Flying,,,Cruise,,,,,
2854,0,0.746116,1514398,US,Aircraft,B737 Undifferentiated or Other Model,Captain, Pilot Not Flying,,,Cruise,,,,,
2855,0,0.6306146,1514693,IL,Airport,B737 Next Generation Undifferentiated,Pilot Flying, Captain,,,Landing,,,,,
2856,0,0.51236147,1514760,FL,Aircraft,B737 Next Generation Undifferentiated,Captain, Pilot Flying,,,Landing,,,,,
2857,1,0.8852852,1515251,CA,Procedure,B737 Undifferentiated or Other Model,Pilot Flying, Captain,,,Final Approach,,,,,
2858,1,0.7490331,1515462,NY,Human Factors,B737-800,Local,,,,Final Approach,,,,,
2859,0,0.9115297,1515498,US,Aircraft,B737 Undifferentiated or Other Model,Captain, Pilot Flying,,,Initial Climb, Takeoff / Launch,,,,
2860,0,0.5496681,1515721,OH,ATC Equipment / Nav Facility / Buildings,B737 Undifferentiated or Other Model,Enroute,,,,Climb, Cruise,,,,
2861,1,0.89932454,1515732,DC,Human Factors,B737 Undifferentiated or Other Model,Local,,,,Final Approach,,,,,
2862,3,0.5444436,1515772,US,Aircraft,B737-700,Pilot Not Flying,,,,Climb,,,,,
2863,1,0.91794866,1515805,US,Airspace Structure,B737-700,Pilot Not Flying, First Officer,,,Climb,,,,,
2864,0,0.65267354,1515811,US,Aircraft,B757-200,Captain, Pilot Not Flying,,,Climb,,,,,
2865,0,0.7348003,1515814,US,Aircraft,B787 Dreamliner Undifferentiated or Other Model,Pilot Flying, Captain,,,Cruise,,,,,
2866,3,0.8651104,1515819,US,Aircraft,B737 Undifferentiated or Other Model,First Officer, Pilot Not Flying,,,Initial Climb,,,,,
2867,0,0.7440631,1515849,CA,Human Factors,B787 Dreamliner Undifferentiated or Other Model,Captain, Pilot Not Flying,,,Climb,,,,,
2868,0,0.7992794,1515962,Unidentified,Aircraft,B787 Dreamliner Undifferentiated or Other Model,Captain, Pilot Flying,,,Cruise,,,,,
2869,0,0.86810404,1516106,FO,Aircraft,B767 Undifferentiated or Other Model,First Officer, Pilot Flying,,,Cruise,,,,,
2870,0,0.83659023,1516463,US,Aircraft,B787 Dreamliner Undifferentiated or Other Model,First Officer, Pilot Not Flying,,,Cruise,,,,,
2871,1,0.8534093,1516473,US,Procedure,B737 Undifferentiated or Other Model,Pilot Flying, First Officer,,,Landing,,,,,
2872,1,0.9105354,1516704,US,Aircraft,B757 Undifferentiated or Other Model,Captain, Pilot Flying,,,Final Approach,,,,,
2873,2,0.79601747,1516706,Unidentified,Human Factors,B737 Undifferentiated or Other Model,Captain,,,,Cruise,,,,,
2874,0,0.48709977,1516715,FO,Aircraft,B787 Dreamliner Undifferentiated or Other Model,First Officer, Pilot Not Flying,,,Cruise,,,,,
2875,2,0.87040013,1516923,Unidentified,Aircraft,B737 Undifferentiated or Other Model,Flight Attendant (On Duty),,,,Cruise,,,,,
2876,0,0.9280626,1517199,FO,Aircraft,B767 Undifferentiated or Other Model,Relief Pilot, First Officer,,,Descent, Climb, Final Approach,,,
2877,1,0.89911115,1517287,NY,Weather,B777-200,First Officer, Pilot Flying,,,Final Approach,,,,,
2878,0,0.9024828,1517464,CA,Chart Or Publication,B737 Next Generation Undifferentiated,Captain, Pilot Flying,,,Climb,,,,,
2879,0,0.52308315,1517480,FO,Aircraft,B767-300 and 300 ER,Pilot Flying, First Officer,,,Cruise,,,,,
